collection_name,dataset_title,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url
MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,"MSK SPECTRUM - CD4+ T cells, CD8+ T cells, ILCs and NK cells",221315,,,Vázquez-García,Nature,2022.0,,https://cellxgene.cziscience.com/collections/4796c91c-9d8f-4692-be43-347b1727f9d8,https://cellxgene.cziscience.com/e/e3a7e927-2632-4575-993d-d0905cd5da8b.cxg/,abdomen | abdominal wall | adnexa of uterus | ascitic fluid | caecum | diaphragm | fallopian tube | intestine | large intestine | left ovary | liver | lymph node | omentum | paracolic gutter | parietal peritoneum | peritoneum | right ovary | transverse colon | urinary bladder,malignant ovarian serous tumor,4796c91c-9d8f-4692-be43-347b1727f9d8,c4533fa8-2e64-4d53-9b36-d8118fc28fae,e3a7e927-2632-4575-993d-d0905cd5da8b,d0919452-3528-46e9-bc53-130f81ab0126,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/d0919452-3528-46e9-bc53-130f81ab0126.h5ad
MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,MSK SPECTRUM – All cells,927205,,,Vázquez-García,Nature,2022.0,,https://cellxgene.cziscience.com/collections/4796c91c-9d8f-4692-be43-347b1727f9d8,https://cellxgene.cziscience.com/e/b252b015-b488-4d5c-b16e-968c13e48a2c.cxg/,abdomen | abdominal wall | adnexa of uterus | ascitic fluid | caecum | diaphragm | fallopian tube | intestine | large intestine | left ovary | liver | lymph node | omentum | paracolic gutter | parietal peritoneum | peritoneum | right ovary | transverse colon | urinary bladder,malignant ovarian serous tumor,4796c91c-9d8f-4692-be43-347b1727f9d8,c4533fa8-2e64-4d53-9b36-d8118fc28fae,b252b015-b488-4d5c-b16e-968c13e48a2c,bc454432-4453-4eee-afa5-d5d5a0760a0d,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/bc454432-4453-4eee-afa5-d5d5a0760a0d.h5ad
MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,MSK SPECTRUM - Dendritic cells,24025,,,Vázquez-García,Nature,2022.0,,https://cellxgene.cziscience.com/collections/4796c91c-9d8f-4692-be43-347b1727f9d8,https://cellxgene.cziscience.com/e/97d9238c-1a39-4873-b0bb-963ec2d788e6.cxg/,abdomen | abdominal wall | adnexa of uterus | ascitic fluid | caecum | diaphragm | fallopian tube | intestine | large intestine | left ovary | liver | lymph node | omentum | paracolic gutter | parietal peritoneum | peritoneum | right ovary | transverse colon | urinary bladder,malignant ovarian serous tumor,4796c91c-9d8f-4692-be43-347b1727f9d8,c4533fa8-2e64-4d53-9b36-d8118fc28fae,97d9238c-1a39-4873-b0bb-963ec2d788e6,5ae59d8c-9a25-4818-9384-122940280405,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/5ae59d8c-9a25-4818-9384-122940280405.h5ad
MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,MSK SPECTRUM - Malignant and non-malignant epithelial cells,210107,,,Vázquez-García,Nature,2022.0,,https://cellxgene.cziscience.com/collections/4796c91c-9d8f-4692-be43-347b1727f9d8,https://cellxgene.cziscience.com/e/44c93f2b-dd66-4d15-81ef-de9394c76290.cxg/,abdomen | abdominal wall | adnexa of uterus | ascitic fluid | caecum | diaphragm | fallopian tube | intestine | large intestine | left ovary | liver | lymph node | omentum | paracolic gutter | parietal peritoneum | peritoneum | right ovary | transverse colon | urinary bladder,malignant ovarian serous tumor,4796c91c-9d8f-4692-be43-347b1727f9d8,c4533fa8-2e64-4d53-9b36-d8118fc28fae,44c93f2b-dd66-4d15-81ef-de9394c76290,51eb3aa1-8a97-4222-b225-ecf3ecb3c947,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/51eb3aa1-8a97-4222-b225-ecf3ecb3c947.h5ad
MSK SPECTRUM – Ovarian cancer mutational processes drive site-specific immune evasion,MSK SPECTRUM - Macrophages,166895,,,Vázquez-García,Nature,2022.0,,https://cellxgene.cziscience.com/collections/4796c91c-9d8f-4692-be43-347b1727f9d8,https://cellxgene.cziscience.com/e/0caedec7-1c7d-4e79-aba2-50f6916e643f.cxg/,abdomen | abdominal wall | adnexa of uterus | ascitic fluid | caecum | diaphragm | fallopian tube | intestine | large intestine | left ovary | liver | lymph node | omentum | paracolic gutter | parietal peritoneum | peritoneum | right ovary | transverse colon | urinary bladder,malignant ovarian serous tumor,4796c91c-9d8f-4692-be43-347b1727f9d8,c4533fa8-2e64-4d53-9b36-d8118fc28fae,0caedec7-1c7d-4e79-aba2-50f6916e643f,7dfe9809-b6c2-4f67-9924-7ab3a208fd7b,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/7dfe9809-b6c2-4f67-9924-7ab3a208fd7b.h5ad
Transcriptomic Analysis of Air-Liquid Interface Culture in Human Lung Organoids Reveals Regulators of Epithelial Differentiation,Transcriptomic Analysis of Air-Liquid Interface Culture in Human Lung Organoids Reveals Regulators of Epithelial Differentiation,15806,,,Kim,Cells,2024.0,,https://cellxgene.cziscience.com/collections/e9cf4e8d-05ed-4d95-b550-af35ca219390,https://cellxgene.cziscience.com/e/ef1a4b05-540c-4f73-8ceb-49dfa800645d.cxg/,epithelial cell of lung | lung,normal,e9cf4e8d-05ed-4d95-b550-af35ca219390,12228239-9a14-476a-b8dd-5c867fb86b03,ef1a4b05-540c-4f73-8ceb-49dfa800645d,590f3407-9bba-4642-8ec2-510b607ad3db,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/590f3407-9bba-4642-8ec2-510b607ad3db.h5ad
Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Lung,318426,,,Xu,Cell,2023.0,,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/493a8b60-d676-44d1-b022-d14c1ad0b36c.cxg/,bronchus | lower lobe of left lung | lung | lung parenchyma | upper lobe of left lung,normal,854c0855-23ad-4362-8b77-6b1639e7a9fc,bf868bea-52be-443c-bbce-bb35249085b9,493a8b60-d676-44d1-b022-d14c1ad0b36c,018a8104-6273-4114-b24d-efd15478cea8,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/018a8104-6273-4114-b24d-efd15478cea8.h5ad
Automatic cell-type harmonization and integration across Human Cell Atlas datasets,Skeletal_muscle,201575,,,Xu,Cell,2023.0,,https://cellxgene.cziscience.com/collections/854c0855-23ad-4362-8b77-6b1639e7a9fc,https://cellxgene.cziscience.com/e/15d374d6-0dfd-4d8e-ade7-81f73dc921ee.cxg/,"muscle of abdomen | muscle of pelvic diaphragm | muscle tissue | rectus abdominis muscle | skeletal muscle organ, vertebrate",normal,854c0855-23ad-4362-8b77-6b1639e7a9fc,bf868bea-52be-443c-bbce-bb35249085b9,15d374d6-0dfd-4d8e-ade7-81f73dc921ee,d7fe3c09-aa67-4e91-95d9-5e3212a533e1,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/d7fe3c09-aa67-4e91-95d9-5e3212a533e1.h5ad
Impaired local intrinsic immunity to SARS-CoV-2 infection in severe COVID-19,Nasopharynx,32588,,,Ziegler,Cell,2021.0,,https://cellxgene.cziscience.com/collections/35d0b748-3eed-43a5-a1c4-1dade5ec5ca0,https://cellxgene.cziscience.com/e/13b61a7d-5605-4948-ba48-02c588960143.cxg/,nasopharynx,COVID-19 | long COVID-19 | normal | respiratory failure,35d0b748-3eed-43a5-a1c4-1dade5ec5ca0,f775ce56-04dc-4972-ad2e-6fa76fa7585b,13b61a7d-5605-4948-ba48-02c588960143,ee2b459a-0667-4b3e-b486-22d66d045011,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/ee2b459a-0667-4b3e-b486-22d66d045011.h5ad
Cystic Fibrosis and healthy control biopsy,Cystic Fibrosis and healthy control biopsies,96479,,,Berg,Journal of Cystic Fibrosis,2025.0,,https://cellxgene.cziscience.com/collections/54004c5c-af08-4693-a606-73871b6ef989,https://cellxgene.cziscience.com/e/1ab4ebbc-18d6-4838-89c2-cdc5b10accfb.cxg/,carina of trachea | respiratory tube,cystic fibrosis | normal,54004c5c-af08-4693-a606-73871b6ef989,8e2db68a-1321-47a4-b61b-a479c4e44112,1ab4ebbc-18d6-4838-89c2-cdc5b10accfb,170408c8-d0ec-441a-a1c1-261f7117763a,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/170408c8-d0ec-441a-a1c1-261f7117763a.h5ad
Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - innate lymphoid cell subset,130414,,,Wells,Nat Immunol,2025.0,,https://cellxgene.cziscience.com/collections/cc431242-35ea-41e1-a100-41e0dec2665b,https://cellxgene.cziscience.com/e/e3da8320-0b3c-4bae-ad55-a89eb59ca870.cxg/,blood | bone marrow | epithelial lining fluid | inguinal lymph node | jejunal epithelium | jejunum lamina propria | lung | mesenteric lymph node | spleen | thoracic lymph node,normal,cc431242-35ea-41e1-a100-41e0dec2665b,b0bc35c2-280e-4b02-97d5-c5f2fc4b8593,e3da8320-0b3c-4bae-ad55-a89eb59ca870,a6ab3ceb-3e8e-4fcc-862c-af6792cc845f,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/a6ab3ceb-3e8e-4fcc-862c-af6792cc845f.h5ad
Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - t cell subset,610429,,,Wells,Nat Immunol,2025.0,,https://cellxgene.cziscience.com/collections/cc431242-35ea-41e1-a100-41e0dec2665b,https://cellxgene.cziscience.com/e/960ecd06-e7c2-463d-9a5b-6832994376c6.cxg/,blood | bone marrow | epithelial lining fluid | inguinal lymph node | jejunal epithelium | jejunum lamina propria | lung | mesenteric lymph node | spleen | thoracic lymph node,normal,cc431242-35ea-41e1-a100-41e0dec2665b,b0bc35c2-280e-4b02-97d5-c5f2fc4b8593,960ecd06-e7c2-463d-9a5b-6832994376c6,965008a7-e698-413c-a746-8855a945a7c5,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/965008a7-e698-413c-a746-8855a945a7c5.h5ad
Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - b cell subset,272162,,,Wells,Nat Immunol,2025.0,,https://cellxgene.cziscience.com/collections/cc431242-35ea-41e1-a100-41e0dec2665b,https://cellxgene.cziscience.com/e/3f766409-fcd6-4553-99e8-259bc24a6be6.cxg/,blood | bone marrow | epithelial lining fluid | inguinal lymph node | jejunal epithelium | jejunum lamina propria | lung | mesenteric lymph node | spleen | thoracic lymph node,normal,cc431242-35ea-41e1-a100-41e0dec2665b,b0bc35c2-280e-4b02-97d5-c5f2fc4b8593,3f766409-fcd6-4553-99e8-259bc24a6be6,675cf3b0-7523-4c61-9124-54684f8ad281,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/675cf3b0-7523-4c61-9124-54684f8ad281.h5ad
Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - all cells,1281499,,,Wells,Nat Immunol,2025.0,,https://cellxgene.cziscience.com/collections/cc431242-35ea-41e1-a100-41e0dec2665b,https://cellxgene.cziscience.com/e/1b350d0a-4535-4879-beb6-1142f3f94947.cxg/,blood | bone marrow | colonic epithelium | epithelial lining fluid | inguinal lymph node | jejunal epithelium | jejunum lamina propria | lamina propria of mucosa of colon | liver | lung | mesenteric lymph node | skin of body | spleen | thoracic lymph node,normal,cc431242-35ea-41e1-a100-41e0dec2665b,b0bc35c2-280e-4b02-97d5-c5f2fc4b8593,1b350d0a-4535-4879-beb6-1142f3f94947,7c98dadf-b249-4873-83be-51776674e9e1,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/7c98dadf-b249-4873-83be-51776674e9e1.h5ad
Multimodal profiling reveals tissue-directed signatures of human immune cells altered with age,Immune aging project - myeloid cell subset,225268,,,Wells,Nat Immunol,2025.0,,https://cellxgene.cziscience.com/collections/cc431242-35ea-41e1-a100-41e0dec2665b,https://cellxgene.cziscience.com/e/11ae668a-88c2-4d86-ba08-524fe576a882.cxg/,blood | bone marrow | epithelial lining fluid | inguinal lymph node | jejunal epithelium | jejunum lamina propria | lung | mesenteric lymph node | spleen | thoracic lymph node,normal,cc431242-35ea-41e1-a100-41e0dec2665b,b0bc35c2-280e-4b02-97d5-c5f2fc4b8593,11ae668a-88c2-4d86-ba08-524fe576a882,f97e8224-3ec7-4d2a-873d-94c6cce7ffe2,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/f97e8224-3ec7-4d2a-873d-94c6cce7ffe2.h5ad
Tabula Sapiens,Tabula Sapiens - Trachea,22671,,,,Science,2022.0,,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,https://cellxgene.cziscience.com/e/d8732da6-8d1d-42d9-b625-f2416c30054b.cxg/,trachea,normal,e5f58829-1a66-40b5-a624-9046778e74f5,6648d872-8ab3-4b3e-967f-9397f31aa98f,d8732da6-8d1d-42d9-b625-f2416c30054b,dfd3d725-d3fe-44fa-a2b0-6876f85d8a31,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/dfd3d725-d3fe-44fa-a2b0-6876f85d8a31.h5ad
Tabula Sapiens,Tabula Sapiens - Immune,592317,,,,Science,2022.0,,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,https://cellxgene.cziscience.com/e/c5d88abe-f23a-45fa-a534-788985e93dad.cxg/,abdominal aorta | adipose tissue | anterior part of tongue | anterior segment of eyeball | aorta | ascending colon | bladder organ | blood | bone marrow | brown adipose tissue | buccal mucosa | cardiac atrium | cardiac ventricle | chorioretinal region | conjunctiva | cornea | coronary artery | cortex of kidney | crista ampullaris | duodenum | endocrine pancreas | endometrium | exocrine pancreas | eye | eyelid | heart | heart right ventricle | ileum | inferior vena cava | inguinal lymph node | jejunum | kidney | lacrimal gland | large intestine | left coronary artery | left ovary | liver | lung | lymph node | mammary gland | mesenteric lymph node | mucosa of stomach | muscle of abdomen | muscle of pelvic diaphragm | muscularis mucosae of stomach | myometrium | ocular surface region | ovary | parotid gland | posterior part of tongue | posterior segment of eyeball | prostate gland | retinal neural layer | right cardiac atrium | right ovary | sclera | sigmoid colon | skin of abdomen | skin of body | skin of chest | small intestine | spleen | stomach | stomach smooth muscle | subcutaneous adipose tissue | sublingual gland | submandibular gland | testis | thoracic aorta | thymus | trachea | uterus | utricle of membranous labyrinth | vasculature,normal,e5f58829-1a66-40b5-a624-9046778e74f5,6648d872-8ab3-4b3e-967f-9397f31aa98f,c5d88abe-f23a-45fa-a534-788985e93dad,e62b0182-368f-4875-8ac1-f49e3d5eda60,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/e62b0182-368f-4875-8ac1-f49e3d5eda60.h5ad
Tabula Sapiens,Tabula Sapiens - Stromal,232684,,,,Science,2022.0,,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,https://cellxgene.cziscience.com/e/a68b64d8-aee3-4947-81b7-36b8fe5a44d2.cxg/,abdominal aorta | adipose tissue | anterior part of tongue | anterior segment of eyeball | aorta | ascending colon | bladder organ | bone marrow | brown adipose tissue | buccal mucosa | cardiac atrium | cardiac ventricle | chorioretinal region | conjunctiva | cornea | coronary artery | crista ampullaris | duodenum | endocrine pancreas | endometrium | exocrine pancreas | eye | eyelid | heart | heart right ventricle | ileum | inferior vena cava | inguinal lymph node | jejunum | lacrimal gland | large intestine | left coronary artery | left ovary | liver | lung | lymph node | mammary gland | mesenteric lymph node | mucosa of stomach | muscle of abdomen | muscle of pelvic diaphragm | muscularis mucosae of stomach | myometrium | ocular surface region | ovary | parotid gland | posterior part of tongue | posterior segment of eyeball | prostate gland | retinal neural layer | right cardiac atrium | right ovary | sclera | sigmoid colon | skin of abdomen | skin of body | skin of chest | small intestine | spleen | stomach | stomach smooth muscle | subcutaneous adipose tissue | sublingual gland | submandibular gland | testis | thoracic aorta | thymus | tongue | trachea | uterus | utricle of membranous labyrinth | vasculature,normal,e5f58829-1a66-40b5-a624-9046778e74f5,6648d872-8ab3-4b3e-967f-9397f31aa98f,a68b64d8-aee3-4947-81b7-36b8fe5a44d2,28d59407-b230-444f-b363-32d60d1bd895,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/28d59407-b230-444f-b363-32d60d1bd895.h5ad
Tabula Sapiens,Tabula Sapiens - Epithelium,228032,,,,Science,2022.0,,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,https://cellxgene.cziscience.com/e/97a17473-e2b1-4f31-a544-44a60773e2dd.cxg/,anterior part of tongue | anterior segment of eyeball | ascending colon | bladder organ | buccal mucosa | cardiac atrium | cardiac ventricle | chorioretinal region | conjunctiva | cornea | cortex of kidney | crista ampullaris | duodenum | endocrine pancreas | endometrium | exocrine pancreas | eye | eyelid | heart | heart right ventricle | ileum | jejunum | kidney | lacrimal gland | large intestine | left ovary | liver | lung | mammary gland | mucosa of stomach | muscle of abdomen | muscle of pelvic diaphragm | myometrium | ocular surface region | ovary | parotid gland | posterior part of tongue | posterior segment of eyeball | prostate gland | right ovary | sclera | sigmoid colon | skin of abdomen | skin of body | skin of chest | small intestine | stomach | stomach smooth muscle | sublingual gland | submandibular gland | testis | thymus | tongue | trachea | uterus | utricle of membranous labyrinth,normal,e5f58829-1a66-40b5-a624-9046778e74f5,6648d872-8ab3-4b3e-967f-9397f31aa98f,97a17473-e2b1-4f31-a544-44a60773e2dd,d785671f-3157-40cf-a035-e9ba0052d3b3,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/d785671f-3157-40cf-a035-e9ba0052d3b3.h5ad
Tabula Sapiens,Tabula Sapiens - Endothelium,73195,,,,Science,2022.0,,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,https://cellxgene.cziscience.com/e/5a11f879-d1ef-458a-910c-9b0bdfca5ebf.cxg/,abdominal aorta | adipose tissue | anterior part of tongue | anterior segment of eyeball | aorta | ascending colon | bladder organ | bone marrow | brown adipose tissue | buccal mucosa | cardiac atrium | cardiac ventricle | chorioretinal region | conjunctiva | cornea | coronary artery | crista ampullaris | duodenum | endocrine pancreas | endometrium | exocrine pancreas | eye | eyelid | heart | heart right ventricle | ileum | inferior vena cava | inguinal lymph node | jejunum | kidney | lacrimal gland | large intestine | left coronary artery | left ovary | liver | lung | lymph node | mammary gland | mesenteric lymph node | mucosa of stomach | muscle of abdomen | muscle of pelvic diaphragm | myometrium | ovary | parotid gland | posterior part of tongue | posterior segment of eyeball | prostate gland | right cardiac atrium | right ovary | sclera | sigmoid colon | skin of abdomen | skin of body | skin of chest | small intestine | spleen | stomach | stomach smooth muscle | subcutaneous adipose tissue | sublingual gland | submandibular gland | testis | thoracic aorta | thymus | trachea | uterus | utricle of membranous labyrinth | vasculature,normal,e5f58829-1a66-40b5-a624-9046778e74f5,6648d872-8ab3-4b3e-967f-9397f31aa98f,5a11f879-d1ef-458a-910c-9b0bdfca5ebf,95e4fc1d-c70a-46ea-b459-661c238ddc8e,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/95e4fc1d-c70a-46ea-b459-661c238ddc8e.h5ad
Tabula Sapiens,Tabula Sapiens - All Cells,1136218,,,,Science,2022.0,,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,https://cellxgene.cziscience.com/e/53d208b0-2cfd-4366-9866-c3c6114081bc.cxg/,abdominal aorta | adipose tissue | anterior part of tongue | anterior segment of eyeball | aorta | ascending colon | bladder organ | blood | bone marrow | brown adipose tissue | buccal mucosa | cardiac atrium | cardiac ventricle | chorioretinal region | conjunctiva | cornea | coronary artery | cortex of kidney | crista ampullaris | duodenum | endocrine pancreas | endometrium | exocrine pancreas | eye | eyelid | heart | heart right ventricle | ileum | inferior vena cava | inguinal lymph node | jejunum | kidney | lacrimal gland | large intestine | left coronary artery | left ovary | liver | lung | lymph node | mammary gland | mesenteric lymph node | mucosa of stomach | muscle of abdomen | muscle of pelvic diaphragm | muscularis mucosae of stomach | myometrium | ocular surface region | ovary | parotid gland | posterior part of tongue | posterior segment of eyeball | prostate gland | retinal neural layer | right cardiac atrium | right ovary | sclera | sigmoid colon | skin of abdomen | skin of body | skin of chest | small intestine | spleen | stomach | stomach smooth muscle | subcutaneous adipose tissue | sublingual gland | submandibular gland | testis | thoracic aorta | thymus | tongue | trachea | uterus | utricle of membranous labyrinth | vasculature,normal,e5f58829-1a66-40b5-a624-9046778e74f5,6648d872-8ab3-4b3e-967f-9397f31aa98f,53d208b0-2cfd-4366-9866-c3c6114081bc,5a495302-b7cd-4bf9-853e-95627b00bb03,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/5a495302-b7cd-4bf9-853e-95627b00bb03.h5ad
Tabula Sapiens,Tabula Sapiens - Muscle,46772,,,,Science,2022.0,,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,https://cellxgene.cziscience.com/e/1c9eb291-6d31-47e1-96b2-129b5e1ae64f.cxg/,muscle of abdomen | muscle of pelvic diaphragm,normal,e5f58829-1a66-40b5-a624-9046778e74f5,6648d872-8ab3-4b3e-967f-9397f31aa98f,1c9eb291-6d31-47e1-96b2-129b5e1ae64f,34fb3e36-2950-48ae-b035-e9495b5b94f0,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/34fb3e36-2950-48ae-b035-e9495b5b94f0.h5ad
Tabula Sapiens,Tabula Sapiens - Lung,65847,,,,Science,2022.0,,https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,https://cellxgene.cziscience.com/e/0d2ee4ac-05ee-40b2-afb6-ebb584caa867.cxg/,lung,normal,e5f58829-1a66-40b5-a624-9046778e74f5,6648d872-8ab3-4b3e-967f-9397f31aa98f,0d2ee4ac-05ee-40b2-afb6-ebb584caa867,40f8b1a3-9f76-4ac4-8761-32078555ed4e,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/40f8b1a3-9f76-4ac4-8761-32078555ed4e.h5ad
Cross-tissue immune cell analysis reveals tissue-specific features in humans,Myeloid compartment,51552,,,Domínguez Conde,Science,2022.0,,https://cellxgene.cziscience.com/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3,https://cellxgene.cziscience.com/e/fe52003e-1460-4a65-a213-2bb1a508332f.cxg/,blood | bone marrow | caecum | duodenum | ileum | jejunal epithelium | lamina propria | liver | lung | mesenteric lymph node | omentum | sigmoid colon | skeletal muscle tissue | spleen | thoracic lymph node | thymus | transverse colon,normal,62ef75e4-cbea-454e-a0ce-998ec40223d3,7829b193-210b-4a9c-b918-c30ac5a11ef9,fe52003e-1460-4a65-a213-2bb1a508332f,a8624832-9be0-45c1-a882-38d30f57a9ba,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/a8624832-9be0-45c1-a882-38d30f57a9ba.h5ad
Cross-tissue immune cell analysis reveals tissue-specific features in humans,T & innate lymphoid cells,216611,,,Domínguez Conde,Science,2022.0,,https://cellxgene.cziscience.com/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3,https://cellxgene.cziscience.com/e/ae29ebd0-1973-40a4-a6af-d15a5f77a80f.cxg/,blood | bone marrow | caecum | duodenum | ileum | jejunal epithelium | lamina propria | liver | lung | mesenteric lymph node | omentum | sigmoid colon | skeletal muscle tissue | spleen | thoracic lymph node | thymus | transverse colon,normal,62ef75e4-cbea-454e-a0ce-998ec40223d3,7829b193-210b-4a9c-b918-c30ac5a11ef9,ae29ebd0-1973-40a4-a6af-d15a5f77a80f,e40458e9-d3b7-4b50-89ca-7ad1ef04727d,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/e40458e9-d3b7-4b50-89ca-7ad1ef04727d.h5ad
Cross-tissue immune cell analysis reveals tissue-specific features in humans,B cell compartment,54934,,,Domínguez Conde,Science,2022.0,,https://cellxgene.cziscience.com/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3,https://cellxgene.cziscience.com/e/71be997d-ff75-41b9-8a9f-1288c865f921.cxg/,blood | bone marrow | caecum | duodenum | ileum | jejunal epithelium | lamina propria | liver | lung | mesenteric lymph node | omentum | sigmoid colon | skeletal muscle tissue | spleen | thoracic lymph node | thymus | transverse colon,normal,62ef75e4-cbea-454e-a0ce-998ec40223d3,7829b193-210b-4a9c-b918-c30ac5a11ef9,71be997d-ff75-41b9-8a9f-1288c865f921,22633a36-a437-4cba-9be5-181f24825ea1,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/22633a36-a437-4cba-9be5-181f24825ea1.h5ad
Cross-tissue immune cell analysis reveals tissue-specific features in humans,Global,329762,,,Domínguez Conde,Science,2022.0,,https://cellxgene.cziscience.com/collections/62ef75e4-cbea-454e-a0ce-998ec40223d3,https://cellxgene.cziscience.com/e/1b9d8702-5af8-4142-85ed-020eb06ec4f6.cxg/,blood | bone marrow | caecum | duodenum | ileum | jejunal epithelium | lamina propria | liver | lung | mesenteric lymph node | omentum | sigmoid colon | skeletal muscle tissue | spleen | thoracic lymph node | thymus | transverse colon,normal,62ef75e4-cbea-454e-a0ce-998ec40223d3,7829b193-210b-4a9c-b918-c30ac5a11ef9,1b9d8702-5af8-4142-85ed-020eb06ec4f6,78819b62-0699-4672-8dc8-d9317b04d255,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/78819b62-0699-4672-8dc8-d9317b04d255.h5ad
A molecular cell atlas of COVID-19 initiation in human lung,All annotated cells from infection 2,134076,,,Wu,Journal of Experimental Medicine,2024.0,,https://cellxgene.cziscience.com/collections/2a9a17c9-1f61-4877-b384-b8cd5ffa4085,https://cellxgene.cziscience.com/e/7f7faf6b-f11d-4f07-bc1c-188a4472748d.cxg/,upper lobe of left lung,COVID-19,2a9a17c9-1f61-4877-b384-b8cd5ffa4085,234c1d42-1716-4a23-8889-3e511a41a606,7f7faf6b-f11d-4f07-bc1c-188a4472748d,5765a43e-3ce5-4e09-8eed-b4e78ecf4898,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/5765a43e-3ce5-4e09-8eed-b4e78ecf4898.h5ad
