collection_name,dataset_title,total_cell_count,author_cell_type,embedding,first_author,journal,year,doi,collection_url,explorer_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10193347,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/708a7f62-260b-43f4-837a-d329c29f830b.cxg/,lung parenchyma,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,708a7f62-260b-43f4-837a-d329c29f830b,5a7674fe-d5f7-47fe-aff5-046423b8ae61,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/5a7674fe-d5f7-47fe-aff5-046423b8ae61.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP9258463,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/5944834b-e31e-4955-942a-731d75e39385.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,5944834b-e31e-4955-942a-731d75e39385,c5ad29ac-1c83-42ee-8cac-47253ceb4cb4,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/c5ad29ac-1c83-42ee-8cac-47253ceb4cb4.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Vascular endothelial cells,20855,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/4ebcbeeb-2208-4d30-acb2-8142a5201814.cxg/,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,4ebcbeeb-2208-4d30-acb2-8142a5201814,449b3486-c0d9-4a0b-9fd1-0510512b6fec,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/449b3486-c0d9-4a0b-9fd1-0510512b6fec.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10972074,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/44c9d3fd-bbde-45a5-a17c-db37a75bf697.cxg/,trachea,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,44c9d3fd-bbde-45a5-a17c-db37a75bf697,d481e701-a12b-4930-bfeb-3e45e777e82d,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/d481e701-a12b-4930-bfeb-3e45e777e82d.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10193346,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/39202b1d-6447-41e0-b409-84e7e9e551f1.cxg/,lung parenchyma,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,39202b1d-6447-41e0-b409-84e7e9e551f1,130f3d37-e3e0-45d3-b6ee-2985e018270f,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/130f3d37-e3e0-45d3-b6ee-2985e018270f.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Myeloid cells,40634,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/2d85960a-2ba8-4f54-9aec-537fae839f5d.cxg/,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,2d85960a-2ba8-4f54-9aec-537fae839f5d,3b760ea8-7b4c-418e-96d1-722ec67b7878,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/3b760ea8-7b4c-418e-96d1-722ec67b7878.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP8759311,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/2c3621b8-1870-4e06-b169-252ab243118d.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,2c3621b8-1870-4e06-b169-252ab243118d,caab38cc-5594-445e-b361-df96bad0223f,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/caab38cc-5594-445e-b361-df96bad0223f.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP8759312,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/20718fc1-c04b-496b-8a27-8589a637346c.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,20718fc1-c04b-496b-8a27-8589a637346c,596673cf-f414-4a84-b3bd-16251b996e1d,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/596673cf-f414-4a84-b3bd-16251b996e1d.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP9258468,4992,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/15c5c186-df92-4b17-a253-199e10ffe98a.cxg/,bronchus,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,15c5c186-df92-4b17-a253-199e10ffe98a,4d808e75-e61b-4dd5-b2aa-389d5f56e9b8,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/4d808e75-e61b-4dd5-b2aa-389d5f56e9b8.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Airway epithelial cells,29505,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/0e9d47fb-89b1-42d8-b426-2c7630b5f5fa.cxg/,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,0e9d47fb-89b1-42d8-b426-2c7630b5f5fa,315e2c38-a9f0-43bc-8d6c-470f520b948d,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/315e2c38-a9f0-43bc-8d6c-470f520b948d.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,All cells and nuclei,193108,,,Madissoon,Nat Genet,2023.0,,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,https://cellxgene.cziscience.com/e/093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f.cxg/,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f,769fff4f-099a-46e1-917b-06ce1fee858a,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/769fff4f-099a-46e1-917b-06ce1fee858a.h5ad
Smoking modulates different secretory subpopulations expressing SARS-CoV-2 entry genes in the nasal and bronchial airways,Nasal scRNA-Seq Dataset,34833,,,Xu,Sci Rep,2022.0,,https://cellxgene.cziscience.com/collections/af500bec-a5d6-4569-9f50-4314f2e7a011,https://cellxgene.cziscience.com/e/e3cc5b85-62ec-4add-bee3-73c8fd11e59d.cxg/,nasal cavity epithelium,normal,af500bec-a5d6-4569-9f50-4314f2e7a011,70689718-c4e6-4b79-a421-da78f0d7849d,e3cc5b85-62ec-4add-bee3-73c8fd11e59d,9f6f40d4-591d-4c1e-a533-dc03e981ecd6,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/9f6f40d4-591d-4c1e-a533-dc03e981ecd6.h5ad
Smoking modulates different secretory subpopulations expressing SARS-CoV-2 entry genes in the nasal and bronchial airways,Bronchial scRNA-Seq Dataset,2075,,,Xu,Sci Rep,2022.0,,https://cellxgene.cziscience.com/collections/af500bec-a5d6-4569-9f50-4314f2e7a011,https://cellxgene.cziscience.com/e/d2bc2703-a9b5-4949-b85d-61da7b9961b1.cxg/,bronchial mucosa,normal,af500bec-a5d6-4569-9f50-4314f2e7a011,70689718-c4e6-4b79-a421-da78f0d7849d,d2bc2703-a9b5-4949-b85d-61da7b9961b1,167280f7-b523-4ddc-92ea-85b83edc2012,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/167280f7-b523-4ddc-92ea-85b83edc2012.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Fibroblast and smooth muscle,39204,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/f9846bb4-784d-4582-92c1-3f279e4c6f0c.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,f9846bb4-784d-4582-92c1-3f279e4c6f0c,7f425235-dde9-426b-be56-a4231a0a6581,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/7f425235-dde9-426b-be56-a4231a0a6581.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Epithelium (no cilium),9096,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/e8a11a27-9c47-4673-b65d-11b9cd6065e1.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,e8a11a27-9c47-4673-b65d-11b9cd6065e1,6f62b874-6776-4834-b674-1cc9e80fc1da,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/6f62b874-6776-4834-b674-1cc9e80fc1da.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw12_6332STDY9479166,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/e887bd14-bb23-48ed-9616-aa3f9b11c446.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,e887bd14-bb23-48ed-9616-aa3f9b11c446,08115e1b-3315-4ea9-b72f-f152f7a102ab,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/08115e1b-3315-4ea9-b72f-f152f7a102ab.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw16_6332STDY9479168,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/e69d2744-9033-4afd-80c0-d395be398ec2.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,e69d2744-9033-4afd-80c0-d395be398ec2,e4f567ee-a852-4b32-a387-a66b426d9f8d,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/e4f567ee-a852-4b32-a387-a66b426d9f8d.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw16_6332STDY9479172,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/dc522d04-8e07-4e07-91a4-dd6da72ad25c.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,dc522d04-8e07-4e07-91a4-dd6da72ad25c,19cf506a-40f0-4b00-90e5-5e3586f7241f,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/19cf506a-40f0-4b00-90e5-5e3586f7241f.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Cilium,1641,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/cdefb878-7f00-4b9d-9eda-b3652cfac0c8.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,cdefb878-7f00-4b9d-9eda-b3652cfac0c8,8f475df0-9104-46e0-8b30-7dcd0e7758e0,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/8f475df0-9104-46e0-8b30-7dcd0e7758e0.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw19_6332STDY10289523,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/c932254f-f3b2-4b70-9b79-9557b6a3bbd7.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,c932254f-f3b2-4b70-9b79-9557b6a3bbd7,cbdbdc83-626d-44ba-8a57-5e8630fb6d84,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/cbdbdc83-626d-44ba-8a57-5e8630fb6d84.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw14_6332STDY9479167,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/ae4817c0-7951-443d-b3b9-45b6b88986bd.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,ae4817c0-7951-443d-b3b9-45b6b88986bd,9c15142d-5354-45c4-b669-4d556de197bf,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/9c15142d-5354-45c4-b669-4d556de197bf.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw17_6332STDY9479173,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/a6529751-6e49-4e86-93d3-ec03fcd551dc.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,a6529751-6e49-4e86-93d3-ec03fcd551dc,ffc60383-17e8-4d42-a142-d7f2d6fe2261,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/ffc60383-17e8-4d42-a142-d7f2d6fe2261.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Endothelium,5467,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/810ac45f-8969-4698-b42c-652f802f75c2.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,810ac45f-8969-4698-b42c-652f802f75c2,a013b199-f162-4f78-9a45-f616678c3623,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/a013b199-f162-4f78-9a45-f616678c3623.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,B cells,4138,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/7b3368a5-c1a0-4973-9e75-d95b4150c7da.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,7b3368a5-c1a0-4973-9e75-d95b4150c7da,6d867c32-1f82-4c88-99a5-b9dbdf51689a,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/6d867c32-1f82-4c88-99a5-b9dbdf51689a.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,PNS,649,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/703f00e6-b996-48e5-bc34-00c41b9876f4.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,703f00e6-b996-48e5-bc34-00c41b9876f4,4e4be92c-985c-43c1-a24c-c6b2c0dca70a,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/4e4be92c-985c-43c1-a24c-c6b2c0dca70a.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,"T, NK and ILC",4778,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/62315937-e268-4fa5-a032-8f7d776f3a3f.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,62315937-e268-4fa5-a032-8f7d776f3a3f,092bbcfc-7ede-4b54-8676-334bc73bb350,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/092bbcfc-7ede-4b54-8676-334bc73bb350.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw14_6332STDY9479171,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/56139b1e-9fc5-4aab-9058-0102bc7cc74a.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,56139b1e-9fc5-4aab-9058-0102bc7cc74a,2af1aab1-f66b-4473-86e3-9b752adfd007,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/2af1aab1-f66b-4473-86e3-9b752adfd007.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw20_6332STDY10289522,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/47a267c5-06f4-4d8b-afee-a4dc643fd9cd.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,47a267c5-06f4-4d8b-afee-a4dc643fd9cd,ac9bd67e-10ea-4b0c-ab03-931f0bbea7a5,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/ac9bd67e-10ea-4b0c-ab03-931f0bbea7a5.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Organoid,70495,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/4023a2bc-6325-47db-bfdf-9639e91042c2.cxg/,lung | lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,4023a2bc-6325-47db-bfdf-9639e91042c2,0f3b1ca7-b1fa-4bfe-bcdd-a5fd5ffbbb47,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/0f3b1ca7-b1fa-4bfe-bcdd-a5fd5ffbbb47.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,All cells,71752,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/3dc61ca1-ce40-46b6-8337-f27260fd9a03.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,3dc61ca1-ce40-46b6-8337-f27260fd9a03,1f4b6ec0-3583-4e96-ae0c-d10aeb77cb8e,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/1f4b6ec0-3583-4e96-ae0c-d10aeb77cb8e.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw20_6332STDY10289521,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/30354fd6-4c1b-4083-b6da-8cfbcce1f7b9.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,30354fd6-4c1b-4083-b6da-8cfbcce1f7b9,4d2b667b-7256-4e85-8318-51d642fee54c,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/4d2b667b-7256-4e85-8318-51d642fee54c.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw20_6332STDY10289520,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/2adc282f-60f1-4afa-a990-940065af4b53.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,2adc282f-60f1-4afa-a990-940065af4b53,81e5a223-81fa-4f16-8f23-7e1b639adf49,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/81e5a223-81fa-4f16-8f23-7e1b639adf49.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw12_6332STDY9479170,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/1c6f271e-dfc0-48b5-8fb4-65d297a7666c.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,1c6f271e-dfc0-48b5-8fb4-65d297a7666c,7b14a2b1-28b7-42c6-ab11-465700f5d007,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/7b14a2b1-28b7-42c6-ab11-465700f5d007.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw17_6332STDY9479169,4992,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/0c3901c3-2ef7-44e4-80cb-b281ea2b0de9.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,0c3901c3-2ef7-44e4-80cb-b281ea2b0de9,754aabd7-eb95-4f26-a62d-e31badc51dec,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/754aabd7-eb95-4f26-a62d-e31badc51dec.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Myeloid,6947,,,He,Cell,2022.0,,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,https://cellxgene.cziscience.com/e/0ba16f4b-cb87-4fa3-9363-19fc51eec6e7.cxg/,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,0ba16f4b-cb87-4fa3-9363-19fc51eec6e7,e84254b5-8eb9-4b41-b9d4-b8e6ceb273eb,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/e84254b5-8eb9-4b41-b9d4-b8e6ceb273eb.h5ad
A non-canonical lymphoblast in refractory childhood T-cell acute leukaemia,Normal & malignant cells from T-ALL patients in extension cohort.,333487,,,Lim,Nat Commun,2025.0,,https://cellxgene.cziscience.com/collections/962df42d-9675-4d05-bc75-597ec7bf4afb,https://cellxgene.cziscience.com/e/edb69e37-d90e-4189-8e96-02f95881ead8.cxg/,blood | bone marrow | pleural fluid,T-cell childhood acute lymphocytic leukemia,962df42d-9675-4d05-bc75-597ec7bf4afb,b620a342-eb93-4c0c-a9f2-c4bec029a4dc,edb69e37-d90e-4189-8e96-02f95881ead8,1c0a6088-b29c-4f4c-b085-a94490673742,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/1c0a6088-b29c-4f4c-b085-a94490673742.h5ad
Single-cell RNA-seq analysis of Interstitial Lung Disease (ILD) subtypes,Single-cell RNA-seq analysis of Interstitial Lung Disease (ILD) subtypes,471905,,,Natri,Nat Genet,2024.0,,https://cellxgene.cziscience.com/collections/07e12576-b41b-4350-adfc-059bfc4328ea,https://cellxgene.cziscience.com/e/f14bc322-1322-4184-8d16-409557525ea5.cxg/,lung,anthracosis | hypersensitivity pneumonitis | interstitial lung disease | lymphoid interstitial pneumonia | non-specific interstitial pneumonia | normal | pulmonary sarcoidosis,07e12576-b41b-4350-adfc-059bfc4328ea,7f3a7ba1-111c-430b-baa7-4b4853883af9,f14bc322-1322-4184-8d16-409557525ea5,3d984e8c-bc37-4d36-8a3c-6651aa9a27e4,False,,PUBLIC,Homo sapiens,True,euclidean,True,True,True,https://datasets.cellxgene.cziscience.com/3d984e8c-bc37-4d36-8a3c-6651aa9a27e4.h5ad
