collection_name,dataset_title,total_cell_count,author_cell_type,embedding,first_author,journal,year,collection_url,tissue,disease,collection_id,collection_version_id,dataset_id,dataset_version_id,is_preprint,revised_at,visibility,organism,filter_normal,metric,save_scores,save_cluster_summary,save_annotation,h5ad_url
Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,Single-nucleus cross-tissue molecular reference maps to decipher disease gene function,209126,,,Eraslan,Science,2022,https://cellxgene.cziscience.com/collections/a3ffde6c-7ad2-498a-903c-d58e732f7470,anterior wall of left ventricle | breast | esophagus muscularis mucosa | gastrocnemius | lingula of left lung | mucosa | prostate gland | skin of leg,normal,a3ffde6c-7ad2-498a-903c-d58e732f7470,45345946-51aa-4222-a8c9-655e23814a13,4ed927e9-c099-49af-b8ce-a2652d069333,002308e1-0121-4aa1-b8f2-9d034cf44b0f,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/002308e1-0121-4aa1-b8f2-9d034cf44b0f.h5ad
"scRNA-seq assessment of the human lung, spleen, and esophagus tissue stability after cold preservation",Lung Parenchyma,57019,,,Madissoon,Genome Biol,2020,https://cellxgene.cziscience.com/collections/4d74781b-8186-4c9a-b659-ff4dc4601d91,lung parenchyma,normal,4d74781b-8186-4c9a-b659-ff4dc4601d91,b29f4f8d-6564-453d-bd9c-43633b400eb1,2672b679-8048-4f5e-9786-f1b196ccfd08,5f462e5e-0e6e-45ff-84e5-d18fea2ee7d6,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/5f462e5e-0e6e-45ff-84e5-d18fea2ee7d6.h5ad
Single cell transcriptomic profiling identifies molecular phenotypes of newborn human lung cells,Single cell transcriptomic profiling identifies molecular phenotypes of newborn human lung cells,5499,,,Bhattacharya,Genes,2024,https://cellxgene.cziscience.com/collections/28e9d721-6816-48a2-8d0b-43bf0b0c0ebc,lung,anencephaly,28e9d721-6816-48a2-8d0b-43bf0b0c0ebc,05cb804a-29c0-462e-91bd-b39047e90a96,6e00ccf7-0749-46ef-a999-dba785630d52,5c27e357-4786-46d4-9635-cb7b37cce452,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/5c27e357-4786-46d4-9635-cb7b37cce452.h5ad
Construction of a human cell landscape at single-cell level,Construction of a human cell landscape at single-cell level,599926,,,Han,Nature,2020,https://cellxgene.cziscience.com/collections/38833785-fac5-48fd-944a-0f62a4c23ed1,adipose tissue | adrenal gland | artery | ascending colon | bladder organ | blood | bone marrow | brain | cerebellum | chorionic villus | duodenum | embryonic stem cell | esophagus | eye | fallopian tube | gallbladder | heart | ileum | intestine | jejunum | kidney | liver | lung | muscle organ | omentum | ovary | pancreas | placenta | pleura | prostate gland | rectum | rib | sigmoid colon | skin of body | spinal cord | spleen | stomach | temporal lobe | testis | thymus | thyroid gland | trachea | transverse colon | umbilical cord blood | ureter | uterine cervix | uterus | vault of skull | vermiform appendix,normal,38833785-fac5-48fd-944a-0f62a4c23ed1,3386feb4-0595-4223-948d-44a57a78c7d4,2adb1f8a-a6b1-4909-8ee8-484814e2d4bf,74c3403a-451c-4a62-84e0-d8a8e45c7ea7,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/74c3403a-451c-4a62-84e0-d8a8e45c7ea7.h5ad
HTAN MSK - Transcriptional connectivity of regulatory T cells in the tumor microenvironment informs novel combination cancer therapy strategies,Transcriptional connectivity of regulatory T cells in the tumor microenvironment informs novel combination cancer therapy strategies,82991,,,Glasner,Nat Immunol,2023,https://cellxgene.cziscience.com/collections/efd94500-1fdc-4e28-9e9f-a309d0154e21,left lung | lower lobe of left lung | lower lobe of right lung | middle lobe of right lung | right lung | upper lobe of left lung | upper lobe of right lung,lung adenocarcinoma,efd94500-1fdc-4e28-9e9f-a309d0154e21,d91b4570-6e47-4349-9584-7849107d4199,d41f45c1-1b7b-4573-a998-ac5c5acb1647,a017e101-26d0-4824-9fa1-86a25e19b00a,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/a017e101-26d0-4824-9fa1-86a25e19b00a.h5ad
A novel human fetal lung-derived alveolar organoid model reveals mechanisms of surfactant protein C maturation relevant to interstitial lung disease,organoid,9619,,,Lim,EMBO J,2025,https://cellxgene.cziscience.com/collections/92db8a7e-8761-4317-873f-15606c016ce5,lung,normal,92db8a7e-8761-4317-873f-15606c016ce5,f8c59305-e504-4b31-ab50-f3788e3c89c1,781cc817-3fd0-487c-a55a-b47b2786a05d,26b855fd-b7a1-4f99-8767-4761f9c4b60e,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/26b855fd-b7a1-4f99-8767-4761f9c4b60e.h5ad
Early human lung immune cell development and its role in epithelial cell fate,Leukocytes of the fetal lung,77559,,,Barnes,Sci. Immunol.,2023,https://cellxgene.cziscience.com/collections/ec329aed-22bc-4d6e-8935-8282dcb1acac,lung,normal,ec329aed-22bc-4d6e-8935-8282dcb1acac,983f9916-a318-45ff-95df-8575dd3202e9,fcadb222-82e2-43eb-a3ab-6af0a22051fe,514c522f-812b-4fbf-a9ba-275df817b52f,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/514c522f-812b-4fbf-a9ba-275df817b52f.h5ad
Early human lung immune cell development and its role in epithelial cell fate,organoid,8556,,,Barnes,Sci. Immunol.,2023,https://cellxgene.cziscience.com/collections/ec329aed-22bc-4d6e-8935-8282dcb1acac,lung,normal,ec329aed-22bc-4d6e-8935-8282dcb1acac,983f9916-a318-45ff-95df-8575dd3202e9,8dc858b0-b076-4326-94bb-7c2d1cd721a3,3a09b479-2bf8-4bfc-a60f-feedaa36b2e9,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/3a09b479-2bf8-4bfc-a60f-feedaa36b2e9.h5ad
Early human lung immune cell development and its role in epithelial cell fate,Fetal lung + Pan-fetal immune,670749,,,Barnes,Sci. Immunol.,2023,https://cellxgene.cziscience.com/collections/ec329aed-22bc-4d6e-8935-8282dcb1acac,lung,normal,ec329aed-22bc-4d6e-8935-8282dcb1acac,983f9916-a318-45ff-95df-8575dd3202e9,350237e0-9f48-4cbd-9140-3b44495549f3,af1ab408-209e-49bb-917e-6717320f81ae,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/af1ab408-209e-49bb-917e-6717320f81ae.h5ad
A molecular cell atlas of the human lung from single cell RNA sequencing,"Krasnow Lab Human Lung Cell Atlas, Smart-seq2",9409,,,Travaglini,Nature,2020,https://cellxgene.cziscience.com/collections/5d445965-6f1a-4b68-ba3a-b8f765155d3a,blood | lung,normal,5d445965-6f1a-4b68-ba3a-b8f765155d3a,6a59a0fb-4d8a-4fb1-a60d-d14a98b04cf7,e04daea4-4412-45b5-989e-76a9be070a89,c88e0403-da93-40f4-99b5-f5fdeb81a82c,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/c88e0403-da93-40f4-99b5-f5fdeb81a82c.h5ad
A molecular cell atlas of the human lung from single cell RNA sequencing,"Krasnow Lab Human Lung Cell Atlas, 10X",65662,,,Travaglini,Nature,2020,https://cellxgene.cziscience.com/collections/5d445965-6f1a-4b68-ba3a-b8f765155d3a,blood | lung,normal,5d445965-6f1a-4b68-ba3a-b8f765155d3a,6a59a0fb-4d8a-4fb1-a60d-d14a98b04cf7,8c42cfd0-0b0a-46d5-910c-fc833d83c45e,fb57b6c0-a71f-4d57-bd15-d5a6fe04a4fd,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/fb57b6c0-a71f-4d57-bd15-d5a6fe04a4fd.h5ad
Organoid modeling of human fetal lung alveolar development reveals mechanisms of cell fate patterning and neonatal respiratory disease,Late tip organoid,20475,,,Lim,Cell Stem Cell,2023,https://cellxgene.cziscience.com/collections/2d42fb2f-e635-466e-a2f4-9ea34f2e0feb,lung epithelium,normal,2d42fb2f-e635-466e-a2f4-9ea34f2e0feb,e86b0325-b8b7-4a65-8b3e-90f540a8307c,43a1506b-aa9e-46a3-b288-d210f4595ddf,6e752091-e998-43bc-a9c0-729d79698cb6,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/6e752091-e998-43bc-a9c0-729d79698cb6.h5ad
A molecular single-cell lung atlas of lethal COVID-19,A molecular single-cell lung atlas of lethal COVID-19,116313,,,Melms,Nature,2021,https://cellxgene.cziscience.com/collections/e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,lung,COVID-19 | normal,e4c9ed14-e560-4900-a3bf-b0f8d2ce6a10,ee31ed7f-f28c-435d-b51e-9ca4482d61c8,d8da613f-e681-4c69-b463-e94f5e66847f,75c059c8-8fb7-4e6e-a618-a3e01ac42060,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/75c059c8-8fb7-4e6e-a618-a3e01ac42060.h5ad
A human cell atlas of fetal gene expression,Survey of human embryonic development (1 million cells subset),1001288,,,Cao,Science,2020,https://cellxgene.cziscience.com/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c,adrenal gland | cerebellum | eye | heart | intestine | kidney | liver | lung | muscle organ | pancreas | placenta | spleen | stomach | telencephalon | thymus,normal | trisomy 18,c114c20f-1ef4-49a5-9c2e-d965787fb90c,298a3dbb-995e-440c-b66f-5cb8dbd6c034,fa27492b-82ff-4ab7-ac61-0e2b184eee67,c3bf819d-423d-435f-b8d0-e36ad6088138,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/c3bf819d-423d-435f-b8d0-e36ad6088138.h5ad
A human cell atlas of fetal gene expression,Survey of human embryonic development,4062980,,,Cao,Science,2020,https://cellxgene.cziscience.com/collections/c114c20f-1ef4-49a5-9c2e-d965787fb90c,adrenal gland | cerebellum | eye | heart | intestine | kidney | liver | lung | muscle organ | pancreas | placenta | spleen | stomach | telencephalon | thymus,normal | trisomy 18,c114c20f-1ef4-49a5-9c2e-d965787fb90c,298a3dbb-995e-440c-b66f-5cb8dbd6c034,f7c1c579-2dc0-47e2-ba19-8165c5a0e353,dd2564a6-27a0-433a-893c-72475e4a39fe,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/dd2564a6-27a0-433a-893c-72475e4a39fe.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,B cells,3699,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,f6dafdd1-d746-407e-8019-4470e02d4cbd,cf935445-3940-4ef2-96ca-bf32e35fc318,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/cf935445-3940-4ef2-96ca-bf32e35fc318.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Fibroblasts,20515,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,e871881f-b42d-4500-906d-0972a14ba47d,e7a52d2f-2726-463f-a298-76e661e80b24,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/e7a52d2f-2726-463f-a298-76e661e80b24.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Smooth muscle cells,5156,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,e22c2ab4-c025-4804-b7a3-0b0ebd48c87a,d728742c-7392-4a97-a42f-eeeb9f3917f7,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/d728742c-7392-4a97-a42f-eeeb9f3917f7.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Lymphoid cells,37502,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,b3d060c6-bbd7-4db0-9ef7-9df42475875a,d181dce8-5a58-42f5-9de3-8eb3c726b44a,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/d181dce8-5a58-42f5-9de3-8eb3c726b44a.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10193345,4992,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,lung parenchyma,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,b2c9f2c0-3c3c-4f2c-816d-3e5a10f573bd,a13eb499-f3ae-4c9b-b9ce-89fbddd17d53,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/a13eb499-f3ae-4c9b-b9ce-89fbddd17d53.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10193347,4992,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,lung parenchyma,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,708a7f62-260b-43f4-837a-d329c29f830b,5a7674fe-d5f7-47fe-aff5-046423b8ae61,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/5a7674fe-d5f7-47fe-aff5-046423b8ae61.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Vascular endothelial cells,20855,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,4ebcbeeb-2208-4d30-acb2-8142a5201814,449b3486-c0d9-4a0b-9fd1-0510512b6fec,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/449b3486-c0d9-4a0b-9fd1-0510512b6fec.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,WSA_LngSP10193346,4992,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,lung parenchyma,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,39202b1d-6447-41e0-b409-84e7e9e551f1,130f3d37-e3e0-45d3-b6ee-2985e018270f,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/130f3d37-e3e0-45d3-b6ee-2985e018270f.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Myeloid cells,40634,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,2d85960a-2ba8-4f54-9aec-537fae839f5d,3b760ea8-7b4c-418e-96d1-722ec67b7878,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/3b760ea8-7b4c-418e-96d1-722ec67b7878.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,Airway epithelial cells,29505,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,0e9d47fb-89b1-42d8-b426-2c7630b5f5fa,315e2c38-a9f0-43bc-8d6c-470f520b948d,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/315e2c38-a9f0-43bc-8d6c-470f520b948d.h5ad
A spatially resolved atlas of the human lung characterizes a gland-associated immune niche,All cells and nuclei,193108,,,Madissoon,Nat Genet,2023,https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c,bronchus | lower lobe of left lung | lung | trachea | upper lobe of left lung,normal,c1241244-b22d-483d-875b-75699efb9f3c,f6f2dec8-f2ef-4439-b002-cc35d2d5ecac,093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f,769fff4f-099a-46e1-917b-06ce1fee858a,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/769fff4f-099a-46e1-917b-06ce1fee858a.h5ad
Progressive plasticity during colorectal cancer metastasis,progressive_plasticity_during_crc_metastasis_epithelial,47107,,,Moorman,Nature,2025,https://cellxgene.cziscience.com/collections/1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,caecum | chest wall | descending colon | hepatic flexure of colon | liver | lung | peritoneum | rectum | sigmoid colon | transverse colon,colorectal cancer | normal,1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,7615035b-a538-45be-af89-bff91af2bf39,829a3cd1-a466-49f1-b2e9-d3f6b7f392e2,66cadf3b-4c71-4930-8add-fa748745704d,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/66cadf3b-4c71-4930-8add-fa748745704d.h5ad
Progressive plasticity during colorectal cancer metastasis,progressive_plasticity_during_crc_metastasis_kg146_tumor,3351,,,Moorman,Nature,2025,https://cellxgene.cziscience.com/collections/1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,liver | lung | rectum,colorectal cancer,1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,7615035b-a538-45be-af89-bff91af2bf39,2e95d453-930b-4425-9475-ccaf8cf2ac40,3d57d7b5-de1c-4a49-8aab-84c7fb26eace,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/3d57d7b5-de1c-4a49-8aab-84c7fb26eace.h5ad
Progressive plasticity during colorectal cancer metastasis,progressive_plasticity_during_crc_metastasis_tumor,26086,,,Moorman,Nature,2025,https://cellxgene.cziscience.com/collections/1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,caecum | chest wall | descending colon | hepatic flexure of colon | liver | lung | peritoneum | rectum | sigmoid colon | transverse colon,colorectal cancer,1cbfb478-2c7f-4d15-b522-9f74e9fe52a8,7615035b-a538-45be-af89-bff91af2bf39,2554a654-237c-485e-b0d2-a58b46cf2d9a,62ebf73a-704b-432f-8c39-f05072209c27,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/62ebf73a-704b-432f-8c39-f05072209c27.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Fibroblast and smooth muscle,39204,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,f9846bb4-784d-4582-92c1-3f279e4c6f0c,7f425235-dde9-426b-be56-a4231a0a6581,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/7f425235-dde9-426b-be56-a4231a0a6581.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Epithelium (no cilium),9096,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,e8a11a27-9c47-4673-b65d-11b9cd6065e1,6f62b874-6776-4834-b674-1cc9e80fc1da,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/6f62b874-6776-4834-b674-1cc9e80fc1da.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw12_6332STDY9479166,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,e887bd14-bb23-48ed-9616-aa3f9b11c446,08115e1b-3315-4ea9-b72f-f152f7a102ab,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/08115e1b-3315-4ea9-b72f-f152f7a102ab.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw16_6332STDY9479168,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,e69d2744-9033-4afd-80c0-d395be398ec2,e4f567ee-a852-4b32-a387-a66b426d9f8d,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/e4f567ee-a852-4b32-a387-a66b426d9f8d.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw16_6332STDY9479172,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,dc522d04-8e07-4e07-91a4-dd6da72ad25c,19cf506a-40f0-4b00-90e5-5e3586f7241f,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/19cf506a-40f0-4b00-90e5-5e3586f7241f.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Cilium,1641,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,cdefb878-7f00-4b9d-9eda-b3652cfac0c8,8f475df0-9104-46e0-8b30-7dcd0e7758e0,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/8f475df0-9104-46e0-8b30-7dcd0e7758e0.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw19_6332STDY10289523,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,c932254f-f3b2-4b70-9b79-9557b6a3bbd7,cbdbdc83-626d-44ba-8a57-5e8630fb6d84,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/cbdbdc83-626d-44ba-8a57-5e8630fb6d84.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw14_6332STDY9479167,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,ae4817c0-7951-443d-b3b9-45b6b88986bd,9c15142d-5354-45c4-b669-4d556de197bf,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/9c15142d-5354-45c4-b669-4d556de197bf.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,pcw17_6332STDY9479173,4992,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,a6529751-6e49-4e86-93d3-ec03fcd551dc,ffc60383-17e8-4d42-a142-d7f2d6fe2261,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/ffc60383-17e8-4d42-a142-d7f2d6fe2261.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,Endothelium,5467,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,810ac45f-8969-4698-b42c-652f802f75c2,a013b199-f162-4f78-9a45-f616678c3623,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/a013b199-f162-4f78-9a45-f616678c3623.h5ad
A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,B cells,4138,,,He,Cell,2022,https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,lung,normal,2d2e2acd-dade-489f-a2da-6c11aa654028,04857e00-5d9b-4476-b783-2b895f799609,7b3368a5-c1a0-4973-9e75-d95b4150c7da,6d867c32-1f82-4c88-99a5-b9dbdf51689a,FALSE,,PUBLIC,Homo sapiens,TRUE,euclidean,TRUE,TRUE,TRUE,https://datasets.cellxgene.cziscience.com/6d867c32-1f82-4c88-99a5-b9dbdf51689a.h5ad
